Symbol,Data,Czas,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zmiana,Zmiana,Zmiana
PZU,2019-01-25,17:02:37,45.41,45.6,44.9,45.39,1776608,-0.00044,-0.00044,-0.00044
