Symbol,Data,Czas,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zmiana,Zmiana,Zmiana
GOOG.US,2019-01-25,22:00:22,1085,1094,1081.82,1090.99,1119216,0.00552,0.00552,0.00552
