Symbol,Data,Czas,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zmiana,Zmiana,Zmiana
PKN,2019-01-25,17:00:00,108.5,108.7,107,107.65,1652008,-0.00783,-0.00783,-0.00783
